Customer,xPos,yPos,Demand,Ready Time,Due Date,Service Time
71.0,95.0,30.0,30.0,0.0,1087.0,90.0
72.0,95.0,35.0,20.0,0.0,1088.0,90.0
73.0,53.0,30.0,10.0,0.0,1122.0,90.0
74.0,92.0,30.0,10.0,0.0,1090.0,90.0
75.0,53.0,35.0,50.0,353.0,412.0,90.0
76.0,45.0,65.0,20.0,0.0,1130.0,90.0
77.0,90.0,35.0,10.0,203.0,260.0,90.0
78.0,88.0,30.0,10.0,574.0,643.0,90.0
79.0,88.0,35.0,20.0,0.0,1095.0,90.0
80.0,87.0,30.0,10.0,668.0,731.0,90.0
81.0,85.0,25.0,10.0,0.0,1094.0,90.0
82.0,85.0,35.0,30.0,0.0,1098.0,90.0
83.0,75.0,55.0,20.0,0.0,1110.0,90.0
84.0,72.0,55.0,10.0,0.0,1113.0,90.0
85.0,70.0,58.0,20.0,458.0,523.0,90.0
86.0,68.0,60.0,30.0,0.0,1116.0,90.0
87.0,66.0,55.0,10.0,0.0,1119.0,90.0
88.0,65.0,55.0,20.0,85.0,144.0,90.0
89.0,65.0,60.0,30.0,0.0,1119.0,90.0
90.0,63.0,58.0,10.0,0.0,1121.0,90.0
91.0,60.0,55.0,10.0,0.0,1125.0,90.0
92.0,60.0,60.0,10.0,0.0,1123.0,90.0
93.0,67.0,85.0,20.0,368.0,441.0,90.0
94.0,65.0,85.0,40.0,0.0,1102.0,90.0
95.0,65.0,82.0,10.0,0.0,1105.0,90.0
96.0,62.0,80.0,30.0,0.0,1108.0,90.0
97.0,60.0,80.0,10.0,0.0,1109.0,90.0
98.0,60.0,85.0,30.0,0.0,1105.0,90.0
99.0,58.0,75.0,20.0,0.0,1115.0,90.0
100.0,55.0,80.0,10.0,743.0,820.0,90.0
101.0,55.0,85.0,20.0,647.0,726.0,90.0
